from_planet,to_planet
Osssorck Nebulae,Questal
Osssorck Nebulae,Inysh
Osssorck Nebulae,Enisca
Ossus,Chandaar
Ossus,Columex
Ossus,Belderone
Ota,Messert
Ota,Coachelle
Ota,Rorgam
Ota,Randon
Ottabesk,Ojom
Ottabesk,Hakassi
Ottabesk,Ebaq
Ottabesk,Rehemsa
Outland Transit,Ziugen
Outland Transit,Teth
Outland Transit,Lirra
Ovise,Thonner
Ovise,Kuna's Tooth
Ovise,Annaj
Oyokal,Avidich
Oyokal,Ool
Oyokal,Shihon
Ozu,Darlyn Boda
Ozu,Orn Kios
Ozu,Anantapar
Ozu,Isde Naha
Pa Tho,Trevura
Pa Tho,Dulin
Pa Tho,Yn
Pa Tho,New Balosar
Pakuuni,Refnar
Pakuuni,Tion
Pakuuni,Florn
Pakuuni,Shaylin
Pakuuni,Gbu
Palanhi,Vakkar
Palanhi,Sif-Uwana
Palanhi,Noquivzor
Palanhi,Challon
Palanhi,Vicondor
Palanhi,Carratos
Palawa,Kailor
Palawa,Xorth
Palawa,Aldraig
Pallaxides,Lavisar
Pallaxides,Ord Sigatt
Pallaxides,Skorrupon
Pammant,Mon Calamari
Pammant,Mantan
Pammant,Minntooine
Pamorjal,Vendaxa
Pamorjal,Vernet
Pamorjal,Tynna
Panatha,Rattatak
Panatha,Bunduki
Panatha,Firrerre
Panatha,Zorbia
Pantolomin,Voom
Pantolomin,Twith
Pantolomin,Denevar
Pantolomin,Metellos
Pantolomin,Borleias
Pantolomin,Palanhi
Pantora,Suarbi
Pantora,Spice Terminus
Pantora,Alzoc
Pantora,Bahalian
Paonid,Korda Six
Paonid,Gravan Seven
Paonid,Thisspias
Paqualis III,Kiros
Paqualis III,Bogden
Paqualis III,Per Lupelo
Paqwepor Major,Druckenwell
Paqwepor Major,Falleen
Paqwepor Major,Kabray
Parada,Senex
Parada,Knores
Parada,Rindao
Parada,Ossel
Paramatan,Nantama
Paramatan,Rulaar
Paramatan,Skartis
Paramatan,Q'mara
Parcelus Minor,Terrijo
Parcelus Minor,Sarko
Parcelus Minor,Gyndine
Parkis,Grandine
Parkis,Tyed Kant
Parkis,Kattada
Parshoone,Brodo Asogi
Parshoone,Tovarskl
Parshoone,Valc
Parshoone,Nessem
Parthovian Cluster,Kadavo
Parthovian Cluster,Kamar
Parthovian Cluster,Joodrudda
Parthovian Cluster,Florn
Pasmin,Duinarbulon
Pasmin,Murkhana
Pasmin,Chandaar
Patitite Pattuna,Balnab
Patitite Pattuna,Jarnollen
Patitite Pattuna,Anobis
Patitite Pattuna,Per Lupelo
Paulking,Douglas
Paulking,Trammis
Paulking,Antipose
Paulking,Drualkiin
Pavo Prime,Dartessex IV
Pavo Prime,Telti
Pavo Prime,H'ratth
Pavo Prime,Uquine
Pax,Tyus Cluster
Pax,Nuralee
Pax,Arrgaw
Pax,Opiteihr
Pax,Kira
Pax,ZeHeth
Peg Shar,Bimmisaari
Peg Shar,Zchtek
Peg Shar,Pusat Station
Peg Shar,Dirha
Pencael,Aquilae
Pencael,Havricus
Pencael,Byblos
Pendari,Copperline
Pendari,New Balosar
Pendari,Sarrish
Pengalan,Gravan Seven
Pengalan,Korda Six
Pengalan,Dalcretti
Per Lupelo,Kiros
Per Lupelo,Paqualis III
Per Lupelo,Paqualis
Per Lupelo,Drearia
Peragus II,Tiss'sharl
Peragus II,Neelgaimon
Peragus II,Ruuria
Peragus II,Tantive
Perin,Brochiib
Perin,Hiit
Perin,Fibuli
Perin,Bosthirda
Perithal VI,Denon
Perithal VI,Spirana
Perithal VI,Sagar
Perithal VI,Shibric
Peritor,Adarlon
Peritor,Eliad
Peritor,Karideph
Peritor,Denab
Perma,Thoadeye
Perma,Puul
Perma,Lolnar
Pesfavri,Geroon
Pesfavri,Ilum
Pesfavri,The Redoubt
Pesfavri,Metellos
Pesmenben,Ruusan
Pesmenben,Drogheda
Pesmenben,Dica
Pesmenben,Uogo'cor
Petabys Station,Tashtor Seneca
Petabys Station,Halm
Petabys Station,Takodana
Petabys Station,Chalcedon
Phaeda,Ebra
Phaeda,Lenico IV
Phaeda,Entuur
Phaeda,Draria
Phaegon_III,Nuvar
Phaegon_III,Chryya
Phaegon_III,Sanrafsix
Phaseera,Togoria
Phaseera,Lantillies
Phaseera,Uyter
Phateem,Eshan
Phateem,Nouane
Phateem,Dagary Minor
Phateem,Telerath
Phelope,Febrini
Phelope,Ediorung
Phelope,Zadaria
Phelope,Orelon
Phindar,Bseto
Phindar,Malrev IV
Phindar,Zanbar
Pho Ph'eah,Tandun
Pho Ph'eah,Toprawa
Pho Ph'eah,Simpla
Pho Ph'eah,Serenno
Phu,Bardotta
Phu,Trunska
Phu,Vaykaaris
Phu,Bestine
Pieldi,Pirralor
Pieldi,Velga
Pieldi,Dramassia
Pieldi,Q'mara
Pii,Goroth
Pii,Austan
Pii,Milarian
Pii,Vuzsa
Pinperu,Damendine
Pinperu,Pammant
Pinperu,Mon Calamari
Pirin,Donovia
Pirin,Sermeria
Pirin,Carcel
Pirin,Gizer
Piroket,B-Foroon
Piroket,C-Foroon
Piroket,Vuzsa
Piroket,Koiogra
Piroket,A-Foroon
Pirralor,Pieldi
Pirralor,K'ath
Pirralor,Resti Kel
Pirralor,Q'mara
Pitrolea,Janara
Pitrolea,Kiffu
Pitrolea,Ketal
Pitrolea,Harrin
Pizilis,Tholatin
Pizilis,Terr'Skiar
Pizilis,Rorgam
Pizilis,Terr'skiar
Pizilis,Mytaranor
Plesstil,Veragi
Plesstil,Plooma
Plesstil,Trassitan
Plesstil,Hynah
Plexis,Abregado-rae
Plexis,Dentaal
Plexis,Eamus
Plexis,Kelada
Ploo,Serroco
Ploo,Cathar
Ploo,Skorrupon
Plooma,Trassitan
Plooma,Plesstil
Plooma,Veragi
Plooma,Celanon
Pluthan,Antipose
Pluthan,Tund
Pluthan,Paulking
Pluthan,Pammant
Poderis,Chazwa
Poderis,Hijarna
Poderis,Joiol
Polis Massa,Terminus
Polis Massa,Fwatna
Polis Massa,Orax
Polis Massa,Rutan
Pollillus,Kokash
Pollillus,N'Zoth
Pollillus,J't'p'tan
Pollillus,Metellos
Polmanar,Delphon
Polmanar,Zephry
Polmanar,Tinoon
Poln System,Prefsbelt
Poln System,Borosk
Poln System,Ompersan
Poln System,Nessem
Polus,Borgo Prime
Polus,Cademimu
Polus,Noonar
Polus,Corsin
Pondut Station,Kalla
Pondut Station,Oslumpex
Pondut Station,Saffalore
Pondut Station,Makem Te
Porchello,Elbara
Porchello,Iast
Porchello,Lorta
Port Evokk,Atron
Port Evokk,Jalarren
Port Evokk,Tekurr'k
Port Evokk,Ossel
Porus Vida,Dreena
Porus Vida,Onderon / Dxun
Porus Vida,Vena
Porus Vida,Roqoo Depot
Poseidenna,New Heurkea
Poseidenna,Taral V
Poseidenna,Sanctuary
Poseidenna,Minntooine
Povanaria,Xochtl
Povanaria,Gulvitch
Povanaria,Bronsoon
Povanaria,Durgen's Star
Poviduze,K'taktaxka
Poviduze,Kayri
Poviduze,Lequabis
Poviduze,Chalcedon
Poytta,Ylesia
Poytta,Tisht
Poytta,Ziugen
Poytta,Lirra
Praadost,Telos IV
Praadost,Carosi
Praadost,Kirtania
Praadost,Thassia
Praadost,Marrovia
Praadost II,Telos
Praesitlyn,Denab
Praesitlyn,Queyta
Praesitlyn,Sluis Van
Prakith,Keeara Major
Prakith,Tython
Prakith,Odik
Prakith,Ruan
Prazhi,Mek va Uil
Prazhi,Cyrillia
Prazhi,Fabrin
Prefsbelt,Ompersan
Prefsbelt,Yaga Minor
Prefsbelt,Borosk
Prefsbelt,Kidriff
Presbalin,Selitan
Presbalin,Denarii Station
Presbalin,Far Indosa
Presteen,Caltinia
Presteen,Paramatan
Presteen,Veron
Presteen,Ossel
Pria,Humbarine
Pria,Trellen
Pria,Sarapin
Primus Goluud,Besero
Primus Goluud,Yulant
Primus Goluud,Aargau
Primus Goluud,Wukkar
Prishella,Drualkiin
Prishella,Formos
Prishella,Little Kessel
Pusat Station,Peg Shar
Pusat Station,Zchtek
Pusat Station,Bimmisaari
Pusat Station,Lant
Puul,Trellen
Puul,Sarapin
Puul,Perma
Pybus,Gos Hutta
Pybus,Kor Oktanivii
Pybus,Kor Hunamma
Pybus,Nar Bo Sholla
Pygorix,Feldwes
Pygorix,Karsten's World
Pygorix,Spintir
Pypin,Ekibo
Pypin,Trian
Pypin,Lo'Uran
Pypin,Nicht Ka
Pzob,R-Duba
Pzob,Rothana
Pzob,Illarreen
Pzob,Lyran
Q'mara,Velga
Q'mara,Dramassia
Q'mara,Pieldi
Qat Chrystac,Daemen
Qat Chrystac,Alakatha
Qat Chrystac,Nkllon
Qat Chrystac,Opiteihr
Qiilure,Anobis
Qiilure,Jarnollen
Qiilure,Ord Mantell
Qiilure,Nessem
Qina,Trindello
Qina,Maya Kovel
Qina,Thonner
Qonto,Bastion
Qonto,Rimcee Station
Qonto,Xerton
Quaensan Prime,Rrulinn
Quaensan Prime,Dalisor
Quaensan Prime,Elbara
Quaensan Prime,Lorta
Quamar,Mugaar
Quamar,Cargamalis
Quamar,Jiroch
Quarzite,Aleen
Quarzite,Hillindor
Quarzite,Atzerri
Quas Killam,Tholatin
Quas Killam,Kashyyyk
Quas Killam,Umbara
Quas Killam,Torn Station
Quelii,Ord Cestus
Quelii,Drackmar
Quelii,Dathomir
Quelii,Botajef
Quellor,Herzob
Quellor,Vanjervalis
Quellor,Exodeen
Quellor,Antar
Quellor,Lankashiir
Quermia,Emmer
Quermia,Toola
Quermia,Makem Te
Ques,Vontor
Ques,Klatooine
Ques,Terman
Quesaya,Roona
Quesaya,Ukatis
Quesaya,Borkyne
Quesh,Elgit
Quesh,Kor Nijiladii
Quesh,Zisia
Questal,Kitel Phard
Questal,Inysh
Questal,Osssorck Nebulae
Questal,Kelada
Queyta,Praesitlyn
Queyta,Denab
Queyta,Sluis Van
Quintas,Taul
Quintas,Berrol's Donn
Quintas,Abridon
Quintas,Anantapar
R'alla,Rampa
R'alla,Kir
R'alla,Erysthes
R'alla,Makem Te
R-Duba,Rothana
R-Duba,Shiffrin
R-Duba,Lyran
Radnor,Herdessa
Radnor,Habassa
Radnor,Retep
Radnor,Christophsis
Rafa,Arleen
Rafa,Dela
Rafa,Scillal
Rafa,Sriluur
Ragith,Gacerian
Ragith,Majoor
Ragith,Derra
Ragna,Rodia
Ragna,Scarif
Ragna,Christophsis
Rago,Kril'Dor
Rago,Murgo
Rago,Burska
Rago,Dankayo
Ragoon,Aaeton
Ragoon,Dachat
Ragoon,Xa Fel
Ragoon,Metellos
Rainboh,Zalori
Rainboh,Terephon
Rainboh,Rynmar
Rainboh,Orelon
Rainos CLuster,Roona
Rainos CLuster,Ord Vaug
Rainos CLuster,Borkyne
Raithal,Shulstine
Raithal,Castell
Raithal,Vurdon Ka
Rakata Prime,Zonama Sekot
Rakata Prime,Crakull
Rakata Prime,Jedha
Rakata Prime,Metellos
Rakhuuun,Mytaranor
Rakhuuun,Trandosha
Rakhuuun,Tholatin
Rakhuuun,Kashyyyk
Rakhuuun,Chamble
Ralltiir,Esseles
Ralltiir,Rhinnal
Ralltiir,Brentaal
Ralltiir,Delle
Ramordia,M'haeli
Ramordia,Bimin Three
Ramordia,Majoor
Ramordia,Arrgaw
Rampa,Erysthes
Rampa,Issagra
Rampa,R'alla
Rampa,Makem Te
Rampa Minor,Lirra
Rampa Minor,Outland Transit
Rampa Minor,Teth
Rampa Minor,Dilbana
Randon,Blimph
Randon,Yitabo
Randon,Ota
Randon,Deysum
Randon,Messert
Rannon,Excarga
Rannon,Shinbone
Rannon,Gaulus
Rannon,Cranan
Ranroon,Yutusk
Ranroon,Khar Delba
Ranroon,Rhelg
Ranroon,Syngia
Rasterous,Mattri
Rasterous,Cona
Rasterous,Fadden
Rasterous,Commenor
Rasterous,Zeltros
Rattatak,Panatha
Rattatak,Houche
Rattatak,Bunduki
Rattatak,Zorbia
Raxus,Kaon
Raxus,Tion
Raxus,Endregaad
Raxus,Florn
Raxxa,Kuat
Raxxa,Neimoidia
Raxxa,Balmorra
Raydonia,Zanbar
Raydonia,Hijado
Raydonia,Botajef
Rbollea,Carlania
Rbollea,Tinta
Rbollea,Tumani
Rbollea,Orelon
Rearqu Cluster,Phaseera
Rearqu Cluster,Dulathia
Rearqu Cluster,Lantillies
Rearqu Cluster,Jeyell
Reboam,Dreena
Reboam,Calfa
Reboam,Shedu Maad
Reboam,Roqoo Depot
Recopia,Rendili
Recopia,Columus
Recopia,Lolnar
Red Nebula,Seou
Red Nebula,Mephout
Red Nebula,Dosuun
Red Nebula,Hoth
Reecee,Batorine
Reecee,Carratos
Reecee,Vakkar
Reecee,Metellos
Refnar,Gbu
Refnar,Turkana
Refnar,Shaylin
Reginard,Turkana
Reginard,Munto Codru
Reginard,Ruisto
Rehemsa,Rendili
Rehemsa,Sedratis
Rehemsa,Lettow
Rekkiad,Vaynai
Rekkiad,Malachor
Rekkiad,Cantonica
Rekkiad,Makem Te
Relatta,Colla IV
Relatta,Berchest
Relatta,Chazwa
Relatta,Tirahnn
Relephon,Wodan
Relephon,Cheruba
Relephon,Algnadesh
Relephon,Orelon
Reltooine,Kail
Reltooine,Knolstee
Reltooine,Lo'Uran
Reltooine,Nicht Ka
Renatasia,Zebitrope
Renatasia,ThonBoka
Renatasia,Hosrel
Renatasia,Drualkiin
Rendili,Rehemsa
Rendili,Baraboo
Rendili,Loretto
Renillis,Sukkult
Renillis,Yag'Dhul
Renillis,Mechis III
Rentor,Jamiron
Rentor,Csilla
Rentor,Cioral
Rentor,Metellos
Resht,Xobome
Resht,H'ratth
Resht,Uquine
Resti Kel,Tyluun
Resti Kel,Carsanza
Resti Kel,Malador
Resti Kel,Q'mara
Retep,Habassa
Retep,Radnor
Retep,Herdessa
Rettna,Farquar
Rettna,Drogheda
Rettna,Uogo'cor
Reuss,Andalasa
Reuss,Bajic
Reuss,Bahalian
Revyia,Belkadan
Revyia,Helska
Revyia,Gree
Reytha,Ishanna
Reytha,Truuine
Reytha,Gyndine
Rhelg,Jaguada
Rhelg,Khar Delba
Rhelg,Dromund Kaas
Rhelg,Bosthirda
Rhen Var,Draukyze
Rhen Var,Mossak
Rhen Var,Galidraan
Rhigar,Csaus
Rhigar,Shihon
Rhigar,Colonial Station Chaf
Rhinnal,Brentaal
Rhinnal,Esseles
Rhinnal,Ralltiir
Rhommamool,Genon
Rhommamool,Ord Vaxal
Rhommamool,Spirana
Riflor,Corbett Cluster
Riflor,Cheelit
Riflor,Koba
Riileb,Ylesia
Riileb,Ziugen
Riileb,Poytta
Riileb,Dilbana
Rimcee Station,Qonto
Rimcee Station,Dolis
Rimcee Station,Bastion
Rindao,Parada
Rindao,Knores
Rindao,Senex
Rindao,Ossel
Ring of Kafrene,Noe'ha'on
Ring of Kafrene,Natalon
Ring of Kafrene,New Balosar
Ringneldia,Arleen
Ringneldia,Rafa
Ringneldia,Dilonexa
Ringneldia,Sriluur
Ringo Vinda,Abhean
Ringo Vinda,Salvara
Ringo Vinda,Euceron
Rinn,Rampa Minor
Rinn,Lirra
Rinn,Teth
Rintonne,Argus
Rintonne,Zolan
Rintonne,Andosha
Rishi,Kamino
Rishi,Ukio
Rishi,Hishyim
Rnda,Ulmatra
Rnda,The Maw
Rnda,Zerm
Roche,Low'n
Roche,Gavryn
Roche,Jeyell
Roche,Orleon
Rodia,Scarif
Rodia,Ragna
Rodia,Christophsis
Roldalna,Cerenia
Roldalna,Kerkoidia
Roldalna,Nigel
Roldalna,Kalinda
Romin,Gavryn
Romin,Low'n
Romin,Orleon
Rondai,Bengat
Rondai,Bilbringi
Rondai,Dankayo
Rondai,Dorin
Ronyards,Genon
Ronyards,Perithal VI
Ronyards,Sagar
Ronyards,Chardaan
Roon,Varristad
Roon,Koiogra
Roon,Molavar
Roona,Epica
Roona,Rainos CLuster
Roona,Borkyne
Ropagi,Lazerian
Ropagi,Nuralee
Ropagi,Kira
Roqoo Depot,Shedu Maad
Roqoo Depot,Rainboh
Roqoo Depot,Terephon
Rorak,Affavan
Rorak,Nal Hutta & Nar Shaddaa
Rorak,Circumtore
Rorgam,Messert
Rorgam,Coachelle
Rorgam,Chamble
Rothana,Pzob
Rothana,Shiffrin
Rothana,R-Duba
Rothana,Lyran
Roundtree,Beltrix III
Roundtree,Arkam
Roundtree,Xeron
Roundtree,Mechis III
Roxuli,Soun
Roxuli,Mendicat
Roxuli,Celdaru
Roxuli,Metellos
Rrulinn,Quaensan Prime
Rrulinn,Jiroch
Rrulinn,Dalisor
Ruan,Foerost
Ruan,Spira
Ruan,Jerrilek
Ruan,Yulant
Rudrig,Tion
Rudrig,Kaon
Rudrig,Argai
Rugosa,Stend
Rugosa,Kaliida Shoals
Rugosa,Trigalis
Rugosa,Ryndellia
Ruisto,Pammant
Ruisto,Minntooine
Ruisto,Mon Calamari
Rulaar,Paramatan
Rulaar,Aquella
Rulaar,Nantama
Rulaar,Ossel
Runaway Prince,Keldooine
Runaway Prince,Toydaria
Runaway Prince,Tol Amn
Rustibar,Ansion
Rustibar,Ord Varee
Rustibar,Kalaan
Rustibar,Dankayo
Rutan,Tosste
Rutan,Besberra
Rutan,Mustafar
Rutan,Fwatna
Ruten,Kira
Ruten,Brevost
Ruuria,Tiss'sharl
Ruuria,Neelgaimon
Ruuria,Peragus II
Ruuria,Tantive
Ruuria,Listehol
Ruusan,Pesmenben
Ruusan,Drogheda
Ruusan,Dica
Ruusan,Lexrul
Rydonni Prime,Goorla
Rydonni Prime,Sacorria
Rydonni Prime,Sedratis
Rydonni Prime,Corellia
Ryloon,Churruma
Ryloon,Endex
Ryloon,Cantras Gola
Ryloon,Nessem
Ryloth,Shimia
Ryloth,Dalchon
Ryloth,Khubeaie
Ryloth,Sirpar
Ryloth,Smuggler's Run
Ryndellia,Farstine
Ryndellia,Kaliida Shoals
Ryndellia,Enarc
Rynmar,Terephon
Rynmar,Rainboh
Rynmar,Zalori
Rynmar,Orelon
Ryoone,Koda Station
Ryoone,Coveway
Ryoone,Vassek
Ryoone,Riflor
Ryvellia,Cularin
Ryvellia,Bacrana
Ryvellia,Aridus
Saclas,Media
Saclas,Duroon
Saclas,Jerrist
Saclas,Syngia
Sacorria,Duro
Sacorria,Goorla
Sacorria,Corellia
Saffalore,Kalla
Saffalore,Ession
Saffalore,Pondut Station
Saffalore,Makem Te
Sagar,Perithal VI
Sagar,Denon
Sagar,Ronyards
Saijo,Manpha
Saijo,Faldos
Saijo,Terminus
Saijo,Rutan
Saila Na,Zephry
Saila Na,Bavva
Saila Na,Nothoiin
Saki,Sakiduba
Saki,Sakidopa
Saki,Kor Gejalli
Saki,Zisia
Sakidopa,Kor Gejalli
Sakidopa,Saki
Sakidopa,Sakiduba
Sakidopa,Zisia
Sakiduba,Saki
Sakiduba,Sakidopa
Sakiduba,Cyax
Sakiduba,Zisia
Sakifwanna,Kor Gejalli
Sakifwanna,Kor Trinivii
Sakifwanna,Kor Jiramma
Sakifwanna,Zisia
Saleucami,Komnor
Saleucami,Kalkovak
Saleucami,Boonta
Saleucami,Lant
Salin,Abafar
Salin,Vinsoth
Salin,Axxila
Salin,Botajef
Salliche,Norkronia
Salliche,Worru'du
Salliche,Metellos
Salliche,Stassia
Salvara,Orleon
Salvara,Talcene
Salvara,Euceron
Samaria,Jaciprus
Samaria,Goorla
Samaria,Rydonni Prime
Sanbra,Enarc
Sanbra,D'Qar
Sanbra,Alui
Sanctuary,Taral V
Sanctuary,Kamdon
Sanctuary,New Heurkea
Sanctuary,Pammant
Sanjin,Andara
Sanjin,Sestria
Sanjin,Bryexx
Sanrafsix,Crait
Sanrafsix,Phaegon_III
Sanrafsix,Syned
Sanrafsix,Darkknell
Sanrafsix,Alui
Sanyassa,Endor
Sanyassa,Endor Gate
Sanyassa,Kuna's Tail
Sanza,Lelmra
Sanza,Cularin
Sanza,Lorahns
Sanza,Charra
Saqqar,Nar Haaska
Saqqar,Tisht
Saqqar,The Godsheart
Saqqar,Glottal
Sarapin,Puul
Sarapin,Trellen
Sarapin,Pria
Sargon,Cheruba
Sargon,Modus
Sargon,Charubah
Sargon,Orelon
Sarka,Trasse
Sarka,Metalorn
Sarka,Orleon
Sarko,Parcelus Minor
Sarko,Terrijo
Sarko,Gyndine
Sarrish,Copperline
Sarrish,New Balosar
Sarrish,Pendari
Sarvchi,Cormit
Sarvchi,Csaus
Sarvchi,Copero
Sarvchi,Metellos
Scardia,Emberlene
Scardia,T'surr
Scardia,Mordagon
Scardia,Zaloriis
Scarif,Ragna
Scarif,Nelvaan
Scarif,Christophsis
Schesa,Noris
Schesa,Ornfra
Schesa,Sharb
Scillal,Dela
Scillal,Rafa
Scillal,Erilnar
Scillal,Sriluur
Scipio,Yaga Minor
Scipio,Mygeeto
Scipio,Minashee
Scipio,Kidriff
Sedesia,Ank Kit'aar
Sedesia,Nigel
Sedesia,Kalinda
Sedratis,Goorla
Sedratis,Rydonni Prime
Sedratis,Rehemsa
Selab,Archais
Selab,Harterra
Selab,Ut
Selab,Orelon
Selenius,Mussubir
Selenius,Ogem
Selenius,Manforgon
Selenius,Q'mara
Seline,Birgis
Seline,Veragi
Seline,Sernpidal
Seline,Simpla
Selitan,Presbalin
Selitan,Denarii Station
Selitan,Tertiary Feswe
Selsor,Cheku
Selsor,Sika
Selsor,Nivek
Selsor,Milagro
Seltaya Minor,Kira
Seltaya Minor,Nigel
Seltos,Kalinda
Seltos,Nigel
Seltos,Roldalna
Selvaris,Thrantin
Selvaris,Batorine
Selvaris,Soun
Selvaris,Metellos
Sembla,Janodral Mizar
Sembla,Yutusk
Sembla,Kanaver
Senex,Rindao
Senex,Neelanon
Senex,Knores
Senex,Ossel
Sennex,Daruvvia
Sennex,Ket
Sennex,Andalia
Seou,Dosuun
Seou,Mephout
Seou,Red Nebula
Seou,Hoth
Sepan,Yutan
Sepan,Mek va Uil
Sepan,Wann Tsir
Sepan,Hoylin
Serat,Boro-borosa
Serat,Simoom
Serat,Hovan
Serat,Ossel
Serenno,Pho Ph'eah
Serenno,Tandun
Serenno,Simpla
Serenno,Toprawa
Sermeria,Pirin
Sermeria,Taanab
Sermeria,Carcel
Sernpidal,Helska
Sernpidal,Veragi
Sernpidal,Plesstil
Sernpidal,Simpla
Serroco,Cathar
Serroco,Vulta
Serroco,Myrkr
Serroco,Skorrupon
Sestria,Andara
Sestria,Sanjin
Sestria,Lansono
Sestria,Bryexx
Sev Tok,Attahox
Sev Tok,Farquar
Sev Tok,Nanth'ri
Sevarcos,Skustell Cluster
Sevarcos,Dravian Station
Sevarcos,Kirdo
Sevarcos,Sluis Van
Seyugi,Humbarine
Seyugi,Mawan
Seyugi,Loretto
Shadda-Bi Boran,Sharlissia
Shadda-Bi Boran,Sanbra
Shadda-Bi Boran,D'Qar
Shadda-Bi Boran,Alui
Shador,Makeb
Shador,Thoksia
Shador,Chokan
Shador,Thokosia
Shalam,Nouane
Shalam,Dagary Minor
Shalam,Comkin V
Sharb,Ornfra
Sharb,Schesa
Sharb,Noris
Sharb,Metellos
Sharlissia,Arbra
Sharlissia,Shadda-Bi Boran
Sharlissia,Omwat
Shasfath,Poviduze
Shasfath,K'taktaxka
Shasfath,Lequabis
Shasfath,Chalcedon
Shaum Hii,Salin
Shaum Hii,Corvis Minor
Shaum Hii,Ciutric
Shaum Hii,Botajef
Shawken,Nara
Shawken,Thorgeld
Shawken,Challon
Shaylin,Turkana
Shaylin,Pakuuni
Shaylin,Refnar
Shedu Maad,Zalori
Shedu Maad,Rainboh
Shedu Maad,Terephon
Shedu Maad,Roqoo Depot
Shelkonwa,Corann
Shelkonwa,Belnar
Shelkonwa,Teardrop
Shelkonwa,Yabol Opa
Shibric,Dargulli
Shibric,Babbadod
Shibric,Itani
Shibric,Shibric
Shibric,Baroli
Shiffrin,R-Duba
Shiffrin,Rothana
Shiffrin,Lyran
Shihon,Avidich
Shihon,Ool
Shihon,Oyokal
Shili,Kiros
Shili,Datar
Shili,Golden Nyss
Shili,Per Lupelo
Shimia,Ryloth
Shimia,Dalchon
Shimia,Heffrin
Shimia,Sirpar
Shinbone,Excarga
Shinbone,Naos
Shinbone,Rannon
Shinbone,Cranan
Shiva,Orax
Shiva,Subterrel
Shiva,Polis Massa
Shiva,Rutan
Shola,Tammuz-an
Shola,Smarteel
Shola,Altor
Shola,Gamorr
Shoon,Suliana
Shoon,Antiquity
Shoon,Osmani
Shoon,Ossel
Shuldene,Kirtarkin
Shuldene,Lutrillia
Shuldene,Mijos
Shuldene,<unknown_j18_yarith>
Shulstine,Belnar
Shulstine,Ifmix
Shulstine,Castell
Shulxi,Balosar
Shulxi,Axbrian
Shulxi,Lujo
Shulxi,Belazura
Shumavar,Kelrodo-Ai
Shumavar,Bpfassh
Shumavar,Averam
Shumavar,Atravis
Shumogi,Hemei
Shumogi,Danteel
Shumogi,Chamm
Shumogi,Chasin
Shusugaunt,Kesmere Minor
Shusugaunt,Lah'mu
Shusugaunt,Tertiary Kesmere
Shusugaunt,Skorrupon
Shuxl,Darlyn Boda
Shuxl,Anantapar
Shuxl,Ertegas
Sif-Uwana,Noquivzor
Sif-Uwana,Palanhi
Sif-Uwana,Carratos
Sif-Uwana,Challon
Sika,Cheku
Sika,Selsor
Sika,Amthau
Sika,Coonee
Sika,Thaere
Sikurd,Ferro
Sikurd,Thila
Sikurd,Mirial
Sikurd,Tantive
Sil'Lume,Berrol's Donn
Sil'Lume,Barkhesh
Sil'Lume,Manpha
Sil'Lume,Anantapar
Silken,Meryx Minor
Silken,Andelm IV
Silken,Taroon
Silken,Denab
Simoom,Hestria
Simoom,Kedorzha
Simoom,Hovan
Simoom,Ossel
Simpla,Hynah
Simpla,Toprawa
Simpla,Sorrus
Sinsang,Dantooine
Sinsang,Kesmere
Sinsang,Anx Minor
Sinsang,Corsin
Sinton,The Red Twins
Sinton,Gilatter
Sinton,Burska
Sinton,Dankayo
Sionia,Nimban
Sionia,Cyborrea
Sionia,Nar Kreeta
Sirpar,Gorno
Sirpar,Vasch
Sirpar,Huldamun
Siskeen,Tarnoonga
Siskeen,Cirus
Siskeen,Vactooine
Siskeen,Cranan
Sivoria,Talcharaim
Sivoria,Farnica
Sivoria,Novi
Sivoria,Andalia
Skako,Tepasi
Skako,Vultar
Skako,Basilisk
Skako,Fedalle
Skartis,Mussubir
Skartis,Cyimarra
Skartis,Paramatan
Skartis,Q'mara
Skeeba,Dilonexa
Skeeba,Maldra
Skeeba,Baummu
Skeeba,Minntooine
Skor,Karideph
Skor,Askaj
Skor,Adarlon
Skor,Denab
Skorrupon,Ploo
Skorrupon,Vulta
Skorrupon,Cathar
Skorrupon,Corsin
Skustell Cluster,Utapau
Skustell Cluster,Sevarcos
Skustell Cluster,Kirdo
Skustell Cluster,Denab
Skye,Mephout
Skye,Thakwaa
Skye,Dosuun
Skye,Shuldene
Skynara,Alzoc
Skynara,Nedij
Skynara,Karazak
Skynara,Bahalian
Sleheyron,Zisia
Sleheyron,Quesh
Sleheyron,Ulmatra
Sleheyron,Sriluur
Sleheyron,Nimban
Sleheyron,Vontor
Sleheyron,Lant
Sleheyron,Dirha
Sleheyron,Ques
Sluis Van,Praesitlyn
Sluis Van,Queyta
Sluis Van,Triton
Sluis Van,Denab
Smarteel,Tammuz-an
Smarteel,Shola
Smarteel,Altor
Smarteel,Gamorr
Smuggler's Run,Wrea
Smuggler's Run,Gaulus
Smuggler's Run,Cranan
Smuggler's Run,Naos
Sneeve,Yitabo
Sneeve,Kwookrrr
Sneeve,Durkteel
Sochi,Tala
Sochi,Adari
Sochi,Kloper
Sochi,Joiol
Socorro,Daan/Melida
Socorro,Zhar
Socorro,Bahalian
Socorro,Llanic
Solibus,Ring of Kafrene
Solibus,Gholondreine
Solibus,New Balosar
